description,keywords,name,no_of_reviews,price,published_date,ratings,url,max_no_weeks_on_list,price_numeric,ratings_numeric,class_text,polarity_score
The journeys of the characters at the Rose Harbor Inn come to a close in this last book of the series.,"['debbie', 'macomber', 'inn', 'ending', 'marie', 'mark', 'cove', 'cedar', 'emily', 'healing', 'nick', 'final', 'sad', 'lives', 'sorry', 'conclusion', 'previous', 'romance', 'heart', 'finished']",SWEET TOMORROWS,1285,"['Hardcover', '$15.37', '144', 'Used', 'from', '$1.01', '24', 'New', 'from', '$4.92', '13', 'Collectible', 'from', '$4.00', 'Paperback', '$17.68', '62', 'Used', 'from', '$5.96', '33', 'New', 'from', '$15.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$5.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-21,4.7 out of 5,http://www.amazon.com/Sweet-Tomorrows-Rose-Harbor-Novel-ebook/dp/B017QLRN1Y?tag=NYTBS-20,3,15.37,4.7,pos,0.3
"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels.","['slavery', 'cora', 'slaves', 'slave', 'whitehead', 'historical', 'fiction', 'actual', 'freedom', 'american', 'america', 'escape', 'south', 'colson', 'important', 'journey', 'plantation', 'fantasy', 'human', 'sad']",THE UNDERGROUND RAILROAD,4214,"['Hardcover', '$7.45', '210', 'Used', 'from', '$2.85', '110', 'New', 'from', '$6.18', '44', 'Collectible', 'from', '$6.28', 'Paperback', '$12.71', '86', 'Used', 'from', '$7.91', '93', 'New', 'from', '$7.53', '2', 'Collectible', 'from', '$16.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.1 out of 5,http://www.amazon.com/Underground-Railroad-Oprahs-Book-Club/dp/0385542364?tag=NYTBS-20,37,7.45,4.1,,0
"When the former C.I.A. agent Teddy Fay comes to the aid of a powerful woman, the nation's fate is at stake.","['woods', 'stuart', 'stone', 'barrington', 'action', 'usual', 'holly', 'page', 'wood', 'enjoyable', 'sex', 'novels', 'exciting', 'suspense', 'write', 'writer', 'twists', 'main', 'faye', 'entertaining']",SMOOTH OPERATOR,709,"['Hardcover', '$15.45', '127', 'Used', 'from', '$1.01', '24', 'New', 'from', '$8.53', '5', 'Collectible', 'from', '$5.95', 'Paperback', '$8.53', '170', 'Used', 'from', '$0.25', '56', 'New', 'from', '$5.90', '1', 'Collectible', 'from', '$8.80', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-21,4.4 out of 5 s,http://www.amazon.com/Smooth-Operator-Teddy-Stuart-Woods/dp/0399185267?tag=NYTBS-20,1,15.45,4.4,pos,0.15
"A woman falls for a rich-bachelor vampire, but she also has a separate plan for which he is the bait. A Carpathian novel.","['feehan', 'christine', 'tariq', 'charlotte', 'carpathians', 'sex', 'action', 'vampires', 'lifemate', 'romance', 'novels', 'women', 'hunters', 'vampire', 'ancient', 'beginning', 'coming', 'scenes', 'future', 'liv']",DARK CAROUSEL,965,"['Hardcover', '$11.98', '77', 'Used', 'from', '$1.79', '63', 'New', 'from', '$3.86', 'Paperback', '$9.84', '7', 'Used', 'from', '$9.86', '16', 'New', 'from', '$9.06', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-21,4.7 out of 5 s,http://www.amazon.com/Carousel-Carpathian-Novel-Christine-Feehan/dp/0425281965?tag=NYTBS-20,1,11.98,4.7,,0
"The first book of a new trilogy featuring Illarion, a dragon made into a human  against his will. A Dark-Hunter novel.","['kenyon', 'sherrilyn', 'previous', 'illarion', 'dark', 'dragonbane', 'hunter', 'copy', 'paste', 'edilyn', 'chapters', 'pasted', 'copied', 'dragons', 'view', 'main', 'waste', 'beginning', 'word', 'novella']",DRAGONMARK,644,"['Hardcover', '$15.79', '88', 'Used', 'from', '$1.55', '57', 'New', 'from', '$6.42', '4', 'Collectible', 'from', '$25.00', 'Paperback', '$13.70', '8', 'Used', 'from', '$7.79', '16', 'New', 'from', '$9.72', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-21,3.6 out of 5 s,http://www.amazon.com/Dragonmark-Dark-Hunter-Novel-Novels-ebook/dp/B016I8G6XW?tag=NYTBS-20,1,15.79,3.6,pos,0.1287878788
Two cases — one concerning an attempted poisoning in Washington and another about the hunt for a serial killer in Los Angeles — are the focus of Coulter’s 20th F.B.I. thriller.,"['coulter', 'catherine', 'sherlock', 'savich', 'killer', 'serial', 'twists', 'kept', 'mystery', 'cam', 'lines', 'turns', 'usual', 'plots', 'agent', 'guessing', 'venus', 'murder', 'agents', 'mysteries']",INSIDIOUS,1124,"['Hardcover', '$14.53', '117', 'Used', 'from', '$0.99', '39', 'New', 'from', '$3.70', '10', 'Collectible', 'from', '$4.89', 'Paperback', '$19.64', '13', 'Used', 'from', '$5.17', '6', 'New', 'from', '$19.64', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-28,4.5 out of 5,http://www.amazon.com/Insidious-FBI-Thriller-Book-20-ebook/dp/B01BT5YB8G?tag=NYTBS-20,3,14.53,4.5,,0
The ties and conflicts among three royal women in the court of Henry VIII.,"['gregory', 'margaret', 'philippa', 'queen', 'historical', 'henry', 'viii', 'sister', 'scotland', 'mary', 'women', 'katherine', 'aragon', 'fiction', 'woman', 'king', 'perspective', 'england', 'main', 'told']","THREE SISTERS, THREE QUEENS",825,"['Hardcover', '$12.87', '185', 'Used', 'from', '$1.50', '58', 'New', 'from', '$4.74', '3', 'Collectible', 'from', '$8.00', 'Paperback', '$12.96', '103', 'Used', 'from', '$1.85', '59', 'New', 'from', '$10.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-28,4.2 out of 5 s,http://www.amazon.com/Three-Sisters-Queens-Philippa-Gregory-ebook/dp/B01AGOWBAQ?tag=NYTBS-20,4,12.87,4.2,,0
"After a tragedy destroys her life in Los Angeles, a woman returns to the Vermont farm where she grew up.","['susan', 'wiggs', 'annie', 'vermont', 'cooking', 'fletcher', 'maple', 'coma', 'rush', 'present', 'food', 'syrup', 'dreams', 'heart', 'romance', 'forth', 'town', 'woman', 'truly', 'kept']",FAMILY TREE,619,"['Hardcover', '$15.07', '146', 'Used', 'from', '$1.01', '56', 'New', 'from', '$6.28', '7', 'Collectible', 'from', '$2.95', 'Paperback', '$10.87', '100', 'Used', 'from', '$1.75', '54', 'New', 'from', '$9.48', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.24', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-28,4.6 out of 5 s,http://www.amazon.com/Family-Tree-Novel-Susan-Wiggs-ebook/dp/B01825C50W?tag=NYTBS-20,0,15.07,4.6,,0
The horror behind the apparently perfect life of British newlyweds.,"['ending', 'grace', 'thriller', 'jack', 'page', 'kept', 'psychological', 'suspense', 'sister', 'present', 'disturbing', 'millie', 'paris', 'suspenseful', 'finished', 'turner', 'happen', 'finish', 'abuse', 'stop']",BEHIND CLOSED DOORS,4792,"['Hardcover', '$13.91', '147', 'Used', 'from', '$1.84', '79', 'New', 'from', '$7.85', '9', 'Collectible', 'from', '$6.80', 'Paperback', '$9.84', '188', 'Used', 'from', '$1.85', '112', 'New', 'from', '$3.47', '4', 'Collectible', 'from', '$10.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-28,4.1 out of 5,http://www.amazon.com/Behind-Closed-Doors-intriguing-psychological/dp/1250121000?tag=NYTBS-20,10,13.91,4.1,pos,0.2
An adult novel by an award-winning children's book author centers on memories of growing up and the close friendship of four girls.,"['woodson', 'girls', 'girl', 'growing', 'august', 'young', 'jacqueline', 'coming', 'age', 'father', 'brother', 'mother', 'prose', 'childhood', 'memories', 'beautifully', 'memory', 'poetic', 'friendship', 'lyrical']",ANOTHER BROOKLYN,308,"['Hardcover', '$12.77', '144', 'Used', 'from', '$1.75', '72', 'New', 'from', '$4.98', '16', 'Collectible', 'from', '$14.49', 'Paperback', '$10.19', '76', 'Used', 'from', '$4.62', '74', 'New', 'from', '$5.11', '3', 'Collectible', 'from', '$9.89', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$10.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-08-28,4.1 out of 5 s,http://www.amazon.com/Another-Brooklyn-Novel-Jacqueline-Woodson/dp/0062359983?tag=NYTBS-20,1,12.77,4.1,pos,0.1
A hired killer and a woman he kidnapped join forces to elude the F.B.I. agents and others who are searching for her corrupt brother.,"['brown', 'sandra', 'twists', 'turns', 'suspense', 'kept', 'twist', 'ending', 'romance', 'shaw', 'page', 'jordie', 'mystery', 'guessing', 'coming', 'surprises', 'action', 'novels', 'brother', 'predictable']",STING,1359,"['Hardcover', '$10.99', '206', 'Used', 'from', '$0.25', '73', 'New', 'from', '$1.95', '12', 'Collectible', 'from', '$2.81', 'Paperback', '$8.24', '213', 'Used', 'from', '$0.99', '70', 'New', 'from', '$3.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-18,4.4 out of 5,http://www.amazon.com/Sting-Sandra-Brown-ebook/dp/B01FQLZSPY?tag=NYTBS-20,1,10.99,4.4,neg,-0.5
"The first of a new series featuring Emerson Knight, an eccentric millionaire, and Riley Moon, an analyst at a mega-bank.","['evanovich', 'janet', 'plum', 'stephanie', 'emerson', 'riley', 'funny', 'humor', 'gold', 'mystery', 'entertaining', 'eccentric', 'sutton', 'quirky', 'adventure', 'phoef', 'enjoyable', 'laugh', 'main', 'bank']",CURIOUS MINDS,1176,"['Hardcover', '$2.11', '137', 'Used', 'from', '$2.11', '10', 'New', 'from', '$14.00', '16', 'Collectible', 'from', '$7.00', 'Paperback', '$19.04', '24', 'Used', 'from', '$6.99', '18', 'New', 'from', '$17.65', '1', 'Collectible', 'from', '$5.80', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-18,4.3 out of 5,http://www.amazon.com/Curious-Minds-Knight-Moon-Novel-ebook/dp/B01CBLURCG?tag=NYTBS-20,3,2.11,4.3,pos,0.1287878788
"In the 15th Rosato & DiNunzio novel, Mary DiNunzio defends a dyslexic fifth grader accused of attacking a school aide.","['scottoline', 'lisa', 'mary', 'patrick', 'child', 'boy', 'law', 'legal', 'twists', 'school', 'special', 'wedding', 'system', 'turns', 'grandfather', 'heart', 'page', 'firm', 'education', 'ending']",DAMAGED,603,"['Hardcover', '$12.49', '148', 'Used', 'from', '$1.51', '60', 'New', 'from', '$6.50', '9', 'Collectible', 'from', '$4.00', 'Paperback', '$9.98', '94', 'Used', 'from', '$1.98', '53', 'New', 'from', '$9.97', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-18,4.4 out of 5 s,http://www.amazon.com/Damaged-Novel-Rosato-DiNunzio-ebook/dp/B01B1MWLHU?tag=NYTBS-20,2,12.49,4.4,,0
Thomas Edison tries to take down George Westinghouse in this historical thriller.,"['historical', 'edison', 'westinghouse', 'fiction', 'tesla', 'fascinating', 'moore', 'thomas', 'electricity', 'george', 'paul', 'graham', 'cravath', 'events', 'bulb', 'lawyer', 'current', 'legal', 'young', 'nikola']",THE LAST DAYS OF NIGHT,1119,"['Hardcover', '$8.47', '127', 'Used', 'from', '$1.99', '71', 'New', 'from', '$7.27', '9', 'Collectible', 'from', '$7.99', 'Paperback', '$11.61', '105', 'Used', 'from', '$3.87', '72', 'New', 'from', '$7.75', '1', 'Collectible', 'from', '$9.80', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-18,4.6 out of 5,http://www.amazon.com/Last-Days-Night-Novel/dp/0812988906?tag=NYTBS-20,2,8.47,4.6,neg,-0.0851851852
 contemporary psychological thriller haunted by the shadowy hands of established power,"['carr', 'alienist', 'caleb', 'pages', 'angel', 'forensic', 'darkness', 'mystery', 'dialogue', 'jones', 'cheetah', 'trajan', 'page', 'crime', 'science', 'main', 'novels', 'finish', 'modern', 'earlier']","SURRENDER, NEW YORK",477,"['Hardcover', '$13.93', '88', 'Used', 'from', '$1.99', '18', 'New', 'from', '$8.89', '4', 'Collectible', 'from', '$9.99', 'Paperback', '$12.19', '79', 'Used', 'from', '$1.84', '49', 'New', 'from', '$11.61', '3', 'Collectible', 'from', '$19.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$13.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-11,3.0 out of 5 s,http://www.amazon.com/Surrender-New-York-Caleb-Carr/dp/0679455698?tag=NYTBS-20,0,13.93,3,pos,0.0833333333
A former quarterback hires a detective to scope out the employees at his high-end nightclub.,"['phillips', 'susan', 'sep', 'elizabeth', 'piper', 'chicago', 'romance', 'funny', 'cooper', 'coop', 'heroine', 'humor', 'witty', 'laugh', 'loud', 'entertaining', 'graham', 'hero', 'authors', 'dialogue']",FIRST STAR I SEE TONIGHT,644,"['Hardcover', '$5.16', '104', 'Used', 'from', '$1.02', '42', 'New', 'from', '$3.98', '6', 'Collectible', 'from', '$9.00', 'Paperback', '$20.33', '58', 'Used', 'from', '$1.96', '42', 'New', 'from', '$16.92', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$5.74', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-11,4.6 out of 5 s,http://www.amazon.com/First-Star-I-See-Tonight-ebook/dp/B018QLY6QS?tag=NYTBS-20,1,5.16,4.6,,0
"An instructor at the police academy is found murdered, perhaps by one of the cadets favored by Armand Gamache, the retired homicide chief of the Sûreté du Québec.","['penny', 'louise', 'pines', 'mystery', 'armand', 'novels', 'mysteries', 'murder', 'village', 'twists', 'academy', 'writer', 'map', 'usual', 'human', 'page', 'latest', 'development', 'complex', 'turns']",A GREAT RECKONING,2819,"['Hardcover', '$15.38', '142', 'Used', 'from', '$1.01', '50', 'New', 'from', '$7.38', '21', 'Collectible', 'from', '$5.75', 'Paperback', '$11.55', '73', 'Used', 'from', '$1.81', '63', 'New', 'from', '$10.50', '3', 'Collectible', 'from', '$16.75', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.8 out of 5,http://www.amazon.com/Great-Reckoning-Novel-Inspector-Gamache/dp/1250022134?tag=NYTBS-20,5,15.38,4.8,pos,0.8
Six people cope with a hurricane in New York City.,"['danielle', 'steel', 'hurricane', 'steele', 'ending', 'lives', 'predictable', 'kept', 'enjoyable', 'novels', 'beginning', 'finished', 'tragedy', 'boring', 'happened', 'write', 'typical', 'happen', 'mother', 'seemed']",RUSHING WATERS,991,"['Hardcover', '$16.41', '168', 'Used', 'from', '$1.00', '26', 'New', 'from', '$8.50', '7', 'Collectible', 'from', '$5.84', 'Paperback', '$19.68', '64', 'Used', 'from', '$2.00', '45', 'New', 'from', '$18.25', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.5 out of 5 s,http://www.amazon.com/Rushing-Waters-Novel-Danielle-Steel-ebook/dp/B0190HN0FU?tag=NYTBS-20,4,16.41,4.5,pos,0.1363636364
An aspiring writer who spends too much time playing video games investigates the past of the mother who abandoned him.,"['hill', 'pages', 'nathan', 'mother', 'funny', 'chicago', 'writer', 'samuel', 'college', 'student', 'write', 'professor', 'parts', 'faye', 'humor', 'lives', 'video', 'convention', 'main', 'events']",THE NIX,1085,"['Hardcover', '$16.80', '161', 'Used', 'from', '$1.33', '66', 'New', 'from', '$9.49', '23', 'Collectible', 'from', '$9.00', 'Paperback', '$10.76', '95', 'Used', 'from', '$2.47', '83', 'New', 'from', '$8.95', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.2 out of 5,http://www.amazon.com/Nix-novel-Nathan-Hill-ebook/dp/B01A4B1PEE?tag=NYTBS-20,27,16.8,4.2,neg,-0.025
A coming-of-age story set in 1952 Houston and featuring a member of the Holland family completes a trilogy with “Wayfaring Stranger” and “Rising Sun.”,"['burke', 'james', 'lee', 'novels', 'houston', 'aaron', 'dave', 'young', 'writer', 'prose', 'robicheaux', 'texas', 'age', 'writes', 'writers', 'broussard', 'violence', 'authors', 'jlb', 'school']",THE JEALOUS KIND,530,"['Hardcover', '$11.84', '110', 'Used', 'from', '$1.04', '64', 'New', 'from', '$3.96', '7', 'Collectible', 'from', '$12.00', 'Paperback', '$11.84', '38', 'Used', 'from', '$7.84', '46', 'New', 'from', '$10.76', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-09-18,4.3 out of 5 s,http://www.amazon.com/Jealous-Kind-Novel-Holland-Family-ebook/dp/B01BCEPOYY?tag=NYTBS-20,1,11.84,4.3,,0
A couple’s secrets emerge after their baby disappears.,"['twists', 'ending', 'turns', 'page', 'kept', 'turner', 'twist', 'thriller', 'baby', 'suspense', 'predictable', 'mystery', 'guessing', 'suspenseful', 'anne', 'lapena', 'marco', 'finished', 'beginning', 'girl']",THE COUPLE NEXT DOOR,3957,"['Hardcover', '$9.77', '122', 'Used', 'from', '$2.19', '49', 'New', 'from', '$4.65', '1', 'Collectible', 'from', '$59.99', 'Paperback', '$12.80', '215', 'Used', 'from', '$1.01', '81', 'New', 'from', '$5.71', '2', 'Collectible', 'from', '$25.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.1 out of 5,http://www.amazon.com/Couple-Next-Door-Novel/dp/0735221081?tag=NYTBS-20,27,9.77,4.1,,0
"Lt. Eve Dallas of the N.Y.P.D. calls on the technological expertise of her husband, Roarke, when three skaters at Wollman Rink are shot by a sniper. By Nora Roberts, writing pseudonymously.","['robb', 'eve', 'dallas', 'roarke', 'nora', 'roberts', 'usual', 'beginning', 'action', 'roark', 'killer', 'page', 'peabody', 'suspense', 'mystery', 'future', 'disappoint', 'twists', 'police', 'kept']",APPRENTICE IN DEATH,2416,"['Hardcover', '$5.19', '141', 'Used', 'from', '$1.01', '29', 'New', 'from', '$4.02', '7', 'Collectible', 'from', '$2.50', 'Paperback', '$14.11', '50', 'Used', 'from', '$10.11', '44', 'New', 'from', '$11.88', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.8 out of 5,http://www.amazon.com/Apprentice-Death-J-D-Robb/dp/1101987979?tag=NYTBS-20,4,5.19,4.8,,0
The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.,"['hiaasen', 'carl', 'florida', 'funny', 'hiassen', 'humor', 'laugh', 'hilarious', 'entertaining', 'keys', 'yancy', 'crazy', 'loud', 'reality', 'usual', 'novels', 'key', 'west', 'merry', 'classic']",RAZOR GIRL,1589,"['Hardcover', '$13.98', '156', 'Used', 'from', '$1.01', '30', 'New', 'from', '$6.91', '21', 'Collectible', 'from', '$4.16', 'Paperback', '$12.76', '131', 'Used', 'from', '$1.12', '62', 'New', 'from', '$7.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,4.2 out of 5,http://www.amazon.com/Razor-Girl-novel-Carl-Hiaasen-ebook/dp/B019B6TVUI?tag=NYTBS-20,6,13.98,4.2,neg,-0.4166666667
Private and public crises converge for four generations of a Jewish family.,"['foer', 'jewish', 'safran', 'marriage', 'jonathan', 'israel', 'pages', 'writer', 'brilliant', 'american', 'jacob', 'incredibly', 'funny', 'close', 'words', 'loud', 'dialogue', 'sometimes', 'sad', 'religion']",HERE I AM,405,"['Hardcover', '$9.90', '150', 'Used', 'from', '$1.29', '59', 'New', 'from', '$5.89', '38', 'Collectible', 'from', '$7.48', 'Paperback', '$10.46', '84', 'Used', 'from', '$1.60', '63', 'New', 'from', '$3.80', '1', 'Collectible', 'from', '$49.88', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-10-02,3.6 out of 5 s,http://www.amazon.com/Here-Am-Jonathan-Safran-Foer/dp/0374280029?tag=NYTBS-20,4,9.9,3.6,,0
